ID;Scrape ID;Host ID;Host Since;Host Response Rate;Host Listings Count;Host Total Listings Count;Neighbourhood Group Cleansed;City;State;Zipcode;Market;Smart Location;Country Code;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month
13925184;20170407214119;82696503;2016-07-09;100.0;4.0;4.0;Centro;Madrid;Comunidad de Madrid;28012;Madrid;Madrid, Spain;ES;40.40868290996392;-3.70015959501185;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_50;;29.0;;;;;1;10;2;1125;14;34;64;65;37;91.0;9.0;9.0;9.0;10.0;10.0;9.0;moderate;4.0;4.57
15924137;20170407214119;449990;2011-03-18;89.0;8.0;8.0;Salamanca;Madrid;Comunidad de Madrid;28028;Madrid;Madrid, Spain;ES;40.42688019205252;-3.6678271848187554;Apartment;Entire home/apt;2;2.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron;;85.0;;;100.0;;1;0;2;1125;0;0;6;281;0;;;;;;;;flexible;7.0;
14156890;20170407214119;22720373;2014-10-19;100.0;2.0;2.0;Retiro;Madrid;Comunidad de Madrid;28009;Madrid;Madrid, Spain;ES;40.41723130769837;-3.6782023721619166;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;52.0;;;300.0;;1;0;1;1125;20;50;80;355;13;92.0;9.0;10.0;10.0;9.0;10.0;9.0;strict;2.0;1.65
11176644;20170407214119;51397305;2015-12-15;79.0;2.0;2.0;Centro;Madrid;Comunidad de Madrid;28012;Madrid;Madrid, Spain;ES;40.41009315660919;-3.706216182145381;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials;;55.0;;;;20.0;1;0;2;1125;2;27;54;329;27;84.0;9.0;8.0;9.0;9.0;10.0;8.0;moderate;2.0;2.2
431806;20170407214119;2146727;2012-04-15;100.0;4.0;4.0;Moncloa - Aravaca;Madrid;Madrid;28008;Madrid;Madrid, Spain;ES;40.42934455374912;-3.7222856365139023;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;39.0;230.0;700.0;;10.0;1;13;2;365;4;4;4;86;87;96.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;4.0;1.47
9573767;20170407214119;49501483;2015-11-20;100.0;1.0;1.0;Centro;Madrid;Comunidad de Madrid;28012;Madrid;Madrid, Spain;ES;40.40842743912922;-3.6986001332406646;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;;;130.0;25.0;2;10;2;40;7;24;24;242;37;90.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;1.0;2.28
12642987;20170407214119;68664241;2016-04-24;;2.0;2.0;Retiro;Madrid;Comunidad de Madrid;28009;Madrid;Madrid, Spain;ES;40.420055264644446;-3.6763648418942254;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Family/kid friendly,Essentials,24-hour check-in;;50.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;2.0;
12488661;20170407214119;9891936;2013-11-08;100.0;1.0;1.0;Centro;Madrid;Comunidad de Madrid;28012;Madrid;Madrid, Spain;ES;40.41065872687312;-3.700538010880116;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Hot tub,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Laptop friendly workspace;;50.0;;;500.0;49.0;2;10;3;30;1;1;1;189;7;86.0;8.0;8.0;10.0;10.0;10.0;9.0;strict;1.0;0.63
9914784;20170407214119;4795421;2013-01-21;100.0;5.0;5.0;Centro;Madrid;Comunidad de Madrid;28005;Madrid;Madrid, Spain;ES;40.41172628295956;-3.7126621848665033;Loft;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Wireless Internet,Kitchen,Pets allowed,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;160.0;;;;;1;0;2;1125;9;29;51;326;40;93.0;9.0;10.0;9.0;9.0;10.0;9.0;strict;4.0;2.57
3653355;20170407214119;17556638;2014-07-02;100.0;6.0;6.0;Centro;Madrid;Community of Madrid;28012;Madrid;Madrid, Spain;ES;40.40883353317772;-3.698195983267288;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;Cable TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;29.0;220.0;;150.0;30.0;1;0;2;1125;0;4;7;60;108;85.0;8.0;9.0;9.0;9.0;9.0;9.0;moderate;5.0;3.43
4548394;20170407214119;23444591;2014-11-07;100.0;4.0;4.0;Usera;Madrid;Comunidad de Madrid;28026;Madrid;Madrid, Spain;ES;40.38248155924009;-3.7050378510809834;House;Private room;2;;1.0;;Real Bed;;;35.0;;;;;1;0;1;1125;30;60;90;365;7;77.0;8.0;8.0;9.0;10.0;8.0;9.0;flexible;4.0;0.4
11508646;20170407214119;57413149;2016-02-04;100.0;2.0;2.0;Usera;Madrid;Community of Madrid;28026;Madrid;Madrid, Spain;ES;40.38878996583774;-3.701794816445727;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Washer,First aid kit,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;14.0;90.0;300.0;;14.0;1;10;2;1125;4;34;63;264;9;98.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;2.0;0.74
825951;20170407214119;4084426;2012-11-07;94.0;10.0;10.0;Centro;Madrid;Community of Madrid;28004;Madrid;Madrid, Spain;ES;40.4204809251387;-3.702424191357948;Apartment;Entire home/apt;3;1.0;1.0;;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer;;70.0;535.0;1150.0;;;1;0;1;365;10;29;53;328;9;84.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;10.0;0.21
10196428;20170508215811;34160267;2015-05-25;100.0;4.0;4.0;;Etterbeek;Bruxelles;1040;Brussels;Etterbeek, Belgium;BE;50.839477549179605;4.400289195842198;Bed & Breakfast;Private room;1;0.5;1.0;1.0;Pull-out Sofa;TV,Heating,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;25.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;1.0;
5967458;20170407214119;3008619;2012-07-21;80.0;1.0;1.0;Salamanca;Madrid;Comunidad de Madrid;28006;Madrid;Madrid, Spain;ES;40.43347403153357;-3.6747938484071567;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;;;;1;0;1;1125;0;0;0;90;15;89.0;10.0;9.0;10.0;9.0;9.0;9.0;flexible;1.0;0.63
6962914;20170407214119;28038703;2015-02-20;100.0;40.0;40.0;Chamberí;Madrid;Comunidad de Madrid;28003;Madrid;Madrid, Spain;ES;40.44293482356797;-3.715245728313216;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;130.0;;;300.0;90.0;1;0;3;1125;18;48;78;353;4;85.0;10.0;10.0;9.0;9.0;8.0;9.0;strict;37.0;0.42
16254070;20170407214119;43563176;2015-09-07;0.0;1.0;1.0;Centro;Madrid;Comunidad de Madrid;28012;Madrid;Madrid, Spain;ES;40.40906756002544;-3.6958192205684095;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;;;;20.0;1;0;2;1125;25;55;85;176;1;20.0;2.0;2.0;2.0;6.0;;2.0;moderate;1.0;0.31
8596175;20170407214119;45239731;2015-09-27;;1.0;1.0;Chamartín;Madrid;Comunidad de Madrid;28002;Madrid;Madrid, Spain;ES;40.44721717368613;-3.664344201784124;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers;;25.0;250.0;700.0;300.0;5.0;1;10;1;10;30;60;90;365;3;80.0;10.0;7.0;9.0;10.0;9.0;9.0;flexible;1.0;0.22
12824817;20170407214119;8879142;2013-09-16;100.0;6.0;6.0;Ciudad Lineal;Madrid;Comunidad de Madrid;28033;Madrid;Madrid, Spain;ES;40.48412222767048;-3.669493359935169;Apartment;Shared room;2;1.0;1.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Gym,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;26.0;;;;;1;14;2;31;30;60;90;365;2;20.0;2.0;2.0;8.0;4.0;6.0;2.0;flexible;6.0;0.18
14098944;20170407214119;22791586;2014-10-21;99.0;10.0;10.0;Centro;Madrid;Comunidad de Madrid;28013;Madrid;Madrid, Spain;ES;40.41738149610647;-3.700693461890413;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;45.0;;;90.0;25.0;1;0;2;2;17;45;72;216;16;84.0;9.0;9.0;9.0;8.0;10.0;9.0;strict;9.0;2.0
17507065;20170315084710;993166;2011-08-19;90.0;2.0;2.0;;Palma;Illes Balears;07011;Mallorca Island;Palma, Spain;ES;39.57574251904581;2.6441475869361057;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room;;30.0;;;;10.0;1;0;1;1125;27;57;87;362;0;;;;;;;;flexible;1.0;
12871172;20170407214119;57879266;2016-02-08;100.0;1.0;1.0;Ciudad Lineal;Madrid;Comunidad de Madrid;28017;Madrid;Madrid, Spain;ES;40.42528496148459;-3.6569614712006335;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Wheelchair accessible,Elevator in building,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace;;30.0;;;;;1;0;1;1125;0;0;0;245;11;96.0;9.0;10.0;10.0;10.0;9.0;10.0;flexible;1.0;0.98
1617331;20170407214119;8606204;2013-09-03;100.0;2.0;2.0;Centro;Madrid;Community of Madrid;28014;Madrid;Madrid, Spain;ES;40.41313734914967;-3.695632663187349;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials;;35.0;324.0;1056.0;;10.0;1;15;2;1125;7;29;48;132;142;93.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;2.0;3.28
17765189;20170407214119;28608614;2015-03-02;100.0;2.0;2.0;Arganzuela;Madrid;Comunidad de Madrid;28045;Madrid;Madrid, Spain;ES;40.40186709654945;-3.694100153220592;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;43.0;;;;;1;0;1;1125;0;6;12;92;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;2.0;1.0
9571537;20170407214119;49476965;2015-11-20;100.0;3.0;3.0;Centro;Madrid;Comunidad de Madrid;28015;Madrid;Madrid, Spain;ES;40.42437899407295;-3.710623278854762;Dorm;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;50.0;;;;;1;0;1;1125;0;0;0;153;3;93.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;2.0;0.18
2509200;20170407214119;1620793;2012-01-18;90.0;1.0;1.0;Centro;Madrid;Community of Madrid;28004;Madrid;Madrid, Spain;ES;40.42145695374864;-3.704386192677408;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron;;90.0;650.0;1700.0;100.0;35.0;3;10;3;30;13;29;51;321;59;89.0;10.0;9.0;10.0;9.0;10.0;9.0;moderate;1.0;1.59
15835984;20170407214119;78093977;2016-06-16;100.0;2.0;2.0;Centro;Madrid;Comunidad de Madrid;28014;Madrid;Madrid, Spain;ES;40.410927733554594;-3.694764512687713;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;69.0;;;;15.0;1;0;2;1125;6;11;38;313;12;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;3.33
1170855;20170407214119;927343;2011-08-05;100.0;3.0;3.0;Centro;Madrid;Community of Madrid;28013;Madrid;Madrid, Spain;ES;40.42082744524122;-3.7092578274268058;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;72.0;520.0;1550.0;100.0;45.0;2;15;4;500;8;20;36;311;49;89.0;9.0;10.0;9.0;9.0;9.0;9.0;strict;3.0;1.04
15195520;20170407214119;96147078;2016-09-21;100.0;30.0;30.0;Moncloa - Aravaca;Madrid;Comunidad de Madrid;28008;Madrid;Madrid, Spain;ES;40.42509320632936;-3.712771080442145;Apartment;Shared room;10;1.0;1.0;10.0;Real Bed;Wireless Internet,Heating,Fire extinguisher,Lock on bedroom door,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;11.0;;;;;1;15;1;1125;25;55;85;175;3;67.0;6.0;7.0;9.0;10.0;9.0;6.0;strict;29.0;1.18
5639184;20170407214119;1718458;2012-02-08;100.0;32.0;32.0;Centro;Madrid;Comunidad de Madrid;28004;Madrid;Madrid, Spain;ES;40.42350767479832;-3.70200471778408;Apartment;Private room;9;4.0;6.0;9.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance;;25.0;150.0;500.0;90.0;22.0;1;22;4;300;21;51;81;356;3;100.0;9.0;9.0;10.0;10.0;10.0;10.0;strict;25.0;0.13
11050585;20170407214119;27526991;2015-02-10;100.0;57.0;57.0;Centro;Madrid;Comunidad de Madrid;28004;Madrid;Madrid, Spain;ES;40.42519771881617;-3.693819695344762;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron;;49.0;;;100.0;30.0;1;10;1;28;16;46;71;162;37;88.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;48.0;2.65
13792962;20170407214119;81061442;2016-07-01;;1.0;1.0;Salamanca;Madrid;Comunidad de Madrid;28006;Madrid;Madrid, Spain;ES;40.427704352463486;-3.673472388372002;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Kitchen,Breakfast,Elevator in building,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace;;25.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;1.0;
14299364;20170407214119;34598150;2015-05-30;100.0;1.0;1.0;Centro;Madrid;Comunidad de Madrid;28012;Madrid;Madrid, Spain;ES;40.41118576012587;-3.696942164999159;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;55.0;;;250.0;10.0;1;0;2;1125;9;24;52;327;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.36
10993059;20170407214119;38347848;2015-07-13;100.0;1.0;1.0;Salamanca;Madrid;Comunidad de Madrid;28028;Madrid;Madrid, Spain;ES;40.42653924202765;-3.667912369138866;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Carbon monoxide detector,First aid kit,Essentials,Shampoo;;38.0;235.0;850.0;100.0;16.0;1;7;1;1125;9;19;30;301;35;93.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;1.0;3.4
4655244;20170407214119;5012713;2013-02-08;100.0;10.0;10.0;Centro;Madrid;Comunidad de Madrid;28012;Madrid;Madrid, Spain;ES;40.416924917769336;-3.7012213134713634;Apartment;Entire home/apt;7;2.0;2.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;150.0;;3000.0;;25.0;5;25;2;1125;7;17;32;305;40;83.0;9.0;9.0;8.0;9.0;9.0;8.0;flexible;6.0;1.41
16685013;20170407214119;33587265;2015-05-17;100.0;6.0;6.0;Tetuán;Madrid;Comunidad de Madrid;28020;Madrid;Madrid, Spain;ES;40.45291716263587;-3.702520696955318;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;45.0;;;300.0;25.0;2;15;2;1125;2;26;56;328;7;91.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;6.0;2.92
16079501;20170315084710;8864750;2013-09-16;100.0;74.0;74.0;;Betlem;Illes Balears;07579;Mallorca Island;Betlem, Spain;ES;39.752784933677376;3.321525447029888;Chalet;Entire home/apt;8;2.0;4.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;188.0;;;;;1;0;7;1125;6;36;56;153;0;;;;;;;;strict;64.0;
